,document,question,answer,metadata
226,"
683 INEFFECTIVE POSTERIOR WILL
A revocation made by a later will retains its effectiveness even when it remains without effect because the heir instituted or legatee has predeceased the testator, or is incapacitated or unworthy, or has renounced the inheritance or legacy.

","If I write a new will that revokes my previous one, but the person I've named as my heir in the new will dies before me, does the revocation of the old will still stand?","Yes, the revocation of the old will still stands. According to the context, a revocation made by a later will retains its effectiveness even if the heir instituted has predeceased the testator.","{'civil_codes_used': 'Art. 683', 'law': 'Inheritance', 'type': 'ITALY'}"
227,"
549
PROHIBITION OF WEIGHTS OR CONDITIONS ON THE SHARE OF LEGITIMATES
The testator may not impose weights or conditions on the share due to the legitimates except for the application of the rules contained in Title IV of this book.

","What are the specific rules contained in Title IV of this book that can be applied to impose weights or conditions on the share of legitimates, as allowed by this law?","The context does not specify the particular rules contained in Title IV of this book. It only mentions that the testator may apply the rules contained in Title IV to impose weights or conditions on the share due to the legitimates, but it does not provide details about what those rules are.","{'civil_codes_used': 'Art. 549', 'law': 'Inheritance', 'type': 'ITALY'}"
228,"
620 PUBLICATION OF A HOLOGRAPHIC WILL
Any person in possession of a holographic will shall present it to a notary public for publication as soon as he has notice of the testator's death.
Any person who believes to have an interest in it might request, by petition to the court of the district in which the succession was opened, that a time limit is set for its submission.
The notary shall proceed to the publication of the will in the presence of two witnesses, drawing up in the form of public acts a minute in which he describes the state of the will, reproduces its contents, and makes mention of its opening, if it has been presented sealed. The minutes shall be signed by the person presenting the will, the witnesses and the notary public. Attached to it shall be the paper on which the will is written, endorsed on each half-sheet by the notary public and witnesses, and the abstract of the testator's death certificate or a copy of the order ordering the opening of the absentee's last will or the judgement declaring the presumed death.
In cases where the will has been deposited by the testator before a notary public, publication is carried out by the depository notary public.
Upon publication, the holographic will shall be executed.
For justifiable reasons, upon the application of any person having an interest, the court might order that periods or phrases of a non-patrimonial content might be deleted from the will and omitted in the copies that might be requested, unless the court orders the release of full copies.

","What happens if someone is in possession of a holographic will but fails to present it to a notary public after the testator's death, and can they be held liable for not doing so?","The context does not explicitly state what happens if someone fails to present a holographic will to a notary public after the testator's death, nor does it mention any liability for not doing so. It only states that ""Any person in possession of a holographic will shall present it to a notary public for publication as soon as he has notice of the testator's death"", implying an obligation to do so, but does not provide consequences for non-compliance. Additionally, it mentions that any person with an interest can request a time limit be set for its submission, suggesting a mechanism for addressing delays or failures to present the will, but does not elaborate on potential penalties.","{'civil_codes_used': 'Art. 620', 'law': 'Inheritance', 'type': 'ITALY'}"
229," 
456
THE OPENING OF THE SUCCESSION
The succession is opened at the time of death in the place of the deceased's last place of residence.

",What determines the location where the inheritance process will be handled if the deceased had multiple residences or was living abroad at the time of their death?,"According to the context, the location where the inheritance process will be handled is determined by the deceased's ""last place of residence"".","{'civil_codes_used': 'Art. 456', 'law': 'Inheritance', 'type': 'ITALY'}"
230,"
765 SALE OF HEREDITARY RIGHT MADE TO THE CO-HEIR
An action for rescission shall not be allowed against the sale of the right of inheritance made without fraud to one of the coheirs, at his risk, by the other coheirs or by one of them.

",What happens if a co-heir sells their right of inheritance to another co-heir under false pretenses or with misleading information - can the sale still be valid?,"No, according to the context provided, an action for rescission (i.e., cancellation of the sale) shall not be allowed against the sale of the right of inheritance made ""without fraud"". This implies that if the sale was made with fraud, the sale may not be valid and could potentially be rescinded. Therefore, if a co-heir sells their right of inheritance to another co-heir under false pretenses or with misleading information (i.e., with fraud), the sale may not still be valid.","{'civil_codes_used': 'Art. 765', 'law': 'Inheritance', 'type': 'ITALY'}"
231,"
763 RESCISSION FOR INJURY
The division might be rescinded when any one of the coheirs proves that he has been injured more than a quarter.
Rescission is also allowed in the case of a division made by the testator, when the value of the property assigned to any of the coheirs is less than the amount of the share to which he is entitled by more than a quarter.
The action is prescribed in two years from the division.

",What happens if I don't discover that I've been injured by more than a quarter in the division of an inheritance until after the 2-year time limit for rescission has passed?,"According to the context, if you don't discover that you've been injured by more than a quarter in the division of an inheritance until after the 2-year time limit for rescission has passed, your action will be prescribed, meaning you will no longer be able to seek rescission.","{'civil_codes_used': 'Art. 763', 'law': 'Inheritance', 'type': 'ITALY'}"
232,"
728 MONEY EQUALIZATION
Inequality in kind in inheritance shares shall be compensated by an equivalent in money.

",What happens if there isn't enough money in the estate to provide a monetary equalization for unequal inheritance shares?,"The context does not provide information on what happens if there isn't enough money in the estate to provide a monetary equalization for unequal inheritance shares. It only states that inequality in kind shall be compensated by an equivalent in money, but it does not address the scenario where sufficient funds are not available.","{'civil_codes_used': 'Art. 728', 'law': 'Inheritance', 'type': 'ITALY'}"
233,"
708 DISAGREEMENT AMONG SEVERAL EXECUTORS
If the executors who are to act jointly disagree about an act of their office, the judicial authority shall provide, after hearing, if necessary, the heirs.

","What happens if the disagreement among the joint executors cannot be resolved by the judicial authority, and how will this affect the administration of the estate?","The provided context does not specify what happens if the disagreement among the joint executors cannot be resolved by the judicial authority. It only mentions that the judicial authority shall provide a solution after hearing, if necessary, the heirs, but it does not outline further steps or consequences if an agreement still cannot be reached.","{'civil_codes_used': 'Art. 708', 'law': 'Inheritance', 'type': 'ITALY'}"
234,"
616 WILL ON BOARD OF AIRCRAFT
The provisions of Articles 611 to 615 shall apply to a will made on board of an aircraft during a voyage.
The will shall be received by the master in the presence of one or, when possible, two witnesses.
The powers of the maritime authorities under Articles 613 and 614 shall be vested by the aviation authorities.
The will shall be noted in the route log. 

","What are the requirements for witnessing a will made on board an aircraft during a voyage, and who is responsible for receiving and recording it?","According to the context provided, the requirements for witnessing a will made on board an aircraft during a voyage are that it shall be received by the master in the presence of one or, when possible, two witnesses. The master is responsible for receiving the will, and it shall be noted in the route log.","{'civil_codes_used': 'Art. Articles 611 to 615', 'law': 'Inheritance', 'type': 'ITALY'}"
235,"
715 CASES OF IMPEDIMENT TO DIVISION
If there is a conceived person among those called to the succession, the division cannot take place before the birth of that person. Likewise, the division might not take place during the pendency of a judgment on the filiation of the person who, in the event of a favorable outcome of the judgment, would be called to succeed, nor might it take place during the conduct of the administrative procedure for the admission of the recognition provided for in the fourth paragraph of ART252 or for the recognition of the entity established as heir. (1)
However, the judicial authority might authorize the division, setting appropriate precautions.
The provision of the preceding paragraph shall also apply if there are unborn unconceived children among those called to the estate.
If unborn unconceived children are instituted without determination of shares, the judicial authority might allocate all or part of the hereditary property to the other coheirs, according to the circumstances, ordering appropriate precautions in the interest of the unborn children.

","What happens if a potential heir is conceived but not yet born when the division of an inheritance is being considered - can the division still proceed, and what protections are in place for the rights of the unborn child?","According to the context, if there is a conceived person among those called to the succession, the division cannot take place before the birth of that person. However, the judicial authority may authorize the division, setting appropriate precautions to protect the rights of the unborn child. This means that while the division can potentially proceed with court approval, it is not guaranteed and will depend on the specific circumstances and the protections put in place for the unborn child's interests.","{'civil_codes_used': 'Art. ART715', 'law': 'Inheritance', 'type': 'ITALY'}"
236,"
468 SUBJECTS
Representation takes place, in the direct line, in favor of the descendants of the children, including adopted children, and, in the collateral line, in favor of the descendants of the brothers and sisters of the deceased.
Descendants may succeed by representation even if they have renounced the inheritance of the person in whose place they succeed, or are incapable or unworthy of succeeding in respect of that person.
 
","""If a grandchild's parent (the child of the deceased) has already renounced their share of the inheritance, can the grandchild still inherit through representation?""","Yes. According to the text, descendants may succeed by representation even if they have renounced the inheritance of the person in whose place they succeed. Therefore, the grandchild can still inherit through representation, despite their parent having renounced their share.","{'civil_codes_used': 'Art. 468', 'law': 'Inheritance', 'type': 'ITALY'}"
237,"
761
ANNULMENT FOR VIOLENCE OR MALICE
A division might be annulled when it is the effect of violence or malice.
The action shall be prescribed in five years from the day on which the violence ceased or on which the malice was discovered.

",What are the specific circumstances under which a division of inheritance can be considered to have been made 'under violence' and therefore potentially annulled?,"According to the context, a division can be annulled when it is the effect of ""violence"". However, the context does not specify what constitutes ""violence"" in this case. It only mentions that the action shall be prescribed in five years from the day on which the violence ceased. 

Therefore, based on the provided context, it is not possible to determine the specific circumstances under which a division of inheritance can be considered to have been made 'under violence'. The context does not provide enough information to define what ""violence"" means in this context.","{'civil_codes_used': 'Art. 761', 'law': 'Inheritance', 'type': 'ITALY'}"
238,"
573 SUCCESSION OF CHILDREN BORN OUT OF WEDLOCK
The provisions concerning the succession of children born out of wedlock apply when filiation has been recognized or judicially declared, except as provided in article 580.
 
",What are the specific requirements and procedures for recognizing or judicially declaring filiation for children born out of wedlock in order to establish their rights to inheritance under Italian law?,"The context does not provide specific requirements and procedures for recognizing or judicially declaring filiation for children born out of wedlock. It only mentions that the provisions concerning succession apply when filiation has been recognized or judicially declared, except as provided in article 580, without elaborating on the details of the recognition or declaration process.","{'civil_codes_used': 'Art. 573', 'law': 'Inheritance', 'type': 'ITALY'}"
239,"
594 ALLOWANCE TO NON-RECOGNIZABLE CHILDREN
The heirs, legatees and donees shall be obliged, in proportion to what they have received, to pay to the children referred to in ART279 an allowance for life within the limits established by ART580, if the parent has not disposed by gift or will in favor of said children. If the parent has disposed in their favor, they may waive the disposition and claim the allowance. (2)

",What happens if a parent has already given a gift to a non-recognizable child during their lifetime - can the child still claim an allowance under Article 594 or are they bound by the original gift?,"According to Article 594, if a parent has disposed of property in favor of a non-recognizable child (e.g., through a gift), the child may still waive that disposition and claim the allowance for life instead. In other words, the child is not bound by the original gift and can choose to receive the allowance under Article 594.","{'civil_codes_used': 'Art. ART279', 'law': 'Inheritance', 'type': 'ITALY'}"
240,"
511 EXPENSES
The expenses of sealing, inventory and any other act dependent on acceptance with benefit of inventory are borne by the inheritance.
 
","What specific expenses are included in the ""any other act dependent on acceptance with benefit of inventory"" that are borne by the inheritance, aside from sealing and inventory?","The context does not specify what those ""other acts"" are. It only mentions that there are expenses related to ""any other act dependent on acceptance with benefit of inventory"", but it does not provide further details or examples of what those acts might be.","{'civil_codes_used': 'Art. 511', 'law': 'Inheritance', 'type': 'ITALY'}"
241,"
731 DIVISIONS BETWEEN LINEAGES
The rules on the division of the entire estate shall also be observed in divisions between the members of each lineage.

","What exactly is meant by ""division of the entire estate"" in the context of inheritance, and how does it apply when splitting assets among family members from different lineages?","According to the provided context, the rules on the division of the entire estate also apply to divisions between members of each lineage. This implies that when assets are being split among family members from different lineages, the same principles governing the division of the entire estate should be followed. However, the specific meaning and details of ""division of the entire estate"" are not explicitly defined in this context, suggesting that it refers to a broader set of rules or principles established elsewhere, which are to be applied uniformly across different lineage divisions within the family.","{'civil_codes_used': 'Art. 731', 'law': 'Inheritance', 'type': 'ITALY'}"
242,"
473 
INHERITANCES DEVOLVED TO LEGAL PERSONS OR TO UNRECOGNIZED ASSOCIATIONS, FOUNDATIONS AND BODIES
The acceptance of inheritances devolved to legal persons or to associations, foundations and unrecognized entities is made only with the benefit of inventory.
This article does not apply to corporations.
 
","What are the specific implications for a foundation that accepts an inheritance under Italian law, and how does accepting ""with the benefit of inventory"" protect its interests?","According to the context provided, when a foundation (considered an unrecognized association or entity in this context) accepts an inheritance, it must do so ""with the benefit of inventory."" This means that the foundation is only liable for the debts and obligations associated with the inheritance up to the value of the assets received. Accepting ""with the benefit of inventory"" protects the foundation's interests by limiting its liability to the extent of the inherited assets, thereby shielding its other assets from potential claims or debts related to the inheritance. This provision essentially safeguards the foundation against assuming unforeseen or excessive liabilities that might arise from accepting the inheritance.","{'civil_codes_used': 'Art. 473', 'law': 'Inheritance', 'type': 'ITALY'}"
243," 
532 TERMINATION OF ADMINISTRATION BY ACCEPTANCE OF INHERITANCE
The liquidator terminates his duties when the estate has been accepted.

","What happens to the role of the liquidator if the estate is not accepted by the heirs, and how does that affect the administration of the inheritance?","According to the context provided, it only mentions what happens when the estate ""has been accepted"", which is that the liquidator terminates his duties. However, it does not specify what happens if the estate is not accepted by the heirs. Therefore, based on the given context, it is not possible to determine how the role of the liquidator or the administration of the inheritance would be affected in such a scenario.","{'civil_codes_used': 'Art. 532', 'law': 'Inheritance', 'type': 'ITALY'}"
244," 
535 POSSESSOR OF HEREDITARY PROPERTY
The provisions on possession  also apply to the possessor of hereditary property, as regards the return of fruits, expenses, improvements and additions.
The possessor in good faith, who has alienated also in good faith a thing of the estate, is only obliged to return to the heir the price or consideration received. If the price or consideration is still due, the heir succeeds to the right to obtain it.
A bona fide possessor is one who has acquired possession of the hereditary property, mistakenly believing himself to be an heir. Good faith does not benefit if the mistake depends on gross negligence.

",What happens if a bona fide possessor of hereditary property makes improvements or additions to the estate before being found out - are they entitled to any compensation for these expenses when they return the property to the rightful heir?,"According to the context, as regards the return of... improvements and additions, the provisions on possession also apply to the possessor of hereditary property. However, it does not explicitly state that the bona fide possessor is entitled to compensation for these expenses when returning the property. It only mentions that the provisions apply, implying that the rules regarding improvements and additions would be followed, but it does not specify what those rules are in this context.","{'civil_codes_used': 'Art. 535', 'law': 'Inheritance', 'type': 'ITALY'}"
245,"
633 SUSPENSIVE OR RESOLUTIVE CONDITION
Dispositions of universal or particular title might be made under a suspensive or resolutive condition.

","What is the difference between a suspensive and resolutive condition in the context of inheritance, and how do they affect the validity and timing of a disposition under Italian law?","Unfortunately, the provided context does not explain the difference between a suspensive and resolutive condition, nor does it discuss how they affect the validity and timing of a disposition under Italian law. It only mentions that dispositions of universal or particular title might be made under a suspensive or resolutive condition, without providing further clarification. Therefore, based on the given context, it is not possible to provide a detailed answer to the question.","{'civil_codes_used': 'Art. 633', 'law': 'Inheritance', 'type': 'ITALY'}"
246,"
669 FRUITS OF THE THING BEQUEATHED
If the object of the legacy is an interest-bearing thing belonging to the testator at the time of his death, the fruits or interest are due to the legatee from this time.
If the thing belongs to the legatee or to a third party, or if it is a thing determined by kind or quantity, the fruits or interest are due from the day of the legal demand or from the day on which the performance of the legacy was promised, unless the testator has provided otherwise.

",What happens if the testator specifically states a different start date for when the legatee should begin receiving the fruits or interest of the bequeathed object - does their provision override the default rules outlined in the law?,"According to the text, yes, the testator's provision overrides the default rules. The text states ""unless the testator has provided otherwise"", which implies that if the testator specifically states a different start date, their provision takes precedence over the default rules outlined in the law.","{'civil_codes_used': 'Art. 669', 'law': 'Inheritance', 'type': 'ITALY'}"
247,"
507
RELEASE OF PROPERTY TO CREDITORS AND LEGATEES
The heir, not later than one month after the expiration of the time limit set for submitting statements of claim, if he has not carried out any act of liquidation, may release all the property of the estate for the benefit of creditors and legatees.
For this purpose, the heir must, in the forms specified in ART498, give notice to creditors and legatees whose domicile or residence is known; he must enter the declaration of release in the register of inheritances, record it, in the margin of the transcript prescribed in the second paragraph of ART484, and transcribe it in the offices of the land registers of the places where the hereditary property is located and in the offices where movable property is registered.
From the time the declaration of release is transcribed, acts of disposition of the hereditary property performed by the heir are without effect with respect to creditors and legatees.
The heir must deliver the property to the liquidator appointed in accordance with the rules of the following article. Upon delivery, he is released from all liability for the debts of the estate.
 
","What exactly does the heir need to do in order to properly release the property of the estate to creditors and legatees, and what are the consequences if they fail to follow these steps?","To properly release the property of the estate to creditors and legatees, the heir must:

1. Give notice to creditors and legatees whose domicile or residence is known, in the forms specified in ART498.
2. Enter the declaration of release in the register of inheritances.
3. Record it in the margin of the transcript prescribed in the second paragraph of ART484.
4. Transcribe it in the offices of the land registers of the places where the hereditary property is located and in the offices where movable property is registered.

If the heir fails to follow these steps, any acts of disposition of the hereditary property performed by the heir after the declaration of release will be without effect with respect to creditors and legatees. However, if the heir properly follows these steps and delivers the property to the liquidator appointed in accordance with the rules, they will be released from all liability for the debts of the estate.","{'civil_codes_used': 'Art. ART507', 'law': 'Inheritance', 'type': 'ITALY'}"
248,"
735 PRETERITION OF HEIRS AND INJURY OF LEGITIMACY
The division in which the testator did not include any of the legitimates or instituted heirs is void.
The coheir who has been injured in the reserved share might bring an action for reduction against the other coheirs.

","What happens if a testator intentionally leaves out one of their legitimate heirs from the will, and can that heir take any legal action to claim their rightful inheritance?","If a testator intentionally leaves out one of their legitimate heirs from the will, the division of the estate is void. The omitted heir, who has been injured in their reserved share, may bring an action for reduction against the other coheirs to claim their rightful inheritance.","{'civil_codes_used': 'Art. 735', 'law': 'Inheritance', 'type': 'ITALY'}"
249,"
671 LEGACIES AND CHARGES AGAINST THE LEGATEE
The legatee shall be legated to fulfill the legacy and any other burden imposed on him within the limits of the value of the thing legated.

","What happens if the burden or charge imposed on the legatee exceeds the value of the thing legated, is the legatee still responsible for fulfilling the excess amount?","No, according to the context, the legatee is only responsible for fulfilling the legacy and any other burden imposed on him ""within the limits of the value of the thing legated"". This implies that if the burden or charge exceeds the value of the thing legated, the legatee is not responsible for the excess amount.","{'civil_codes_used': 'Art. 671', 'law': 'Inheritance', 'type': 'ITALY'}"
250,"
707 DELIVERY OF PROPERTY TO THE HEIR
The executor shall deliver to the heir, who so requests, the property of the estate which is not necessary for the performance of his office.
He might not refuse such delivery on account of obligations he must fulfill in accordance with the will of the testator, or of conditional or term bequests, if the heir proves that he has already fulfilled them, or offers suitable security for the fulfillment of the obligations, bequests or charges.

","What kind of ""suitable security"" is considered acceptable to offer in order to receive delivery of the estate property from the executor before all conditions and obligations have been fulfilled?","The context does not specify what kind of ""suitable security"" is considered acceptable. It only mentions that the heir must ""offer suitable security for the fulfillment of the obligations, bequests or charges"" in order to receive delivery of the estate property from the executor before all conditions and obligations have been fulfilled. The specific details of what constitutes ""suitable security"" are not provided.","{'civil_codes_used': 'Art. 707', 'law': 'Inheritance', 'type': 'ITALY'}"
251,"
584 SUCCESSION OF PUTATIVE SPOUSE
When the marriage has been declared null and void after the death of one of the spouses, the surviving bona fide spouse is entitled to the share allocated to the spouse by the preceding provisions. The provision of the second paragraph of article 540  also apply.
He/she is excluded from the succession, however, when the person whose inheritance is involved is bound by valid marriage at the time of death.
 
","What happens to my rights to inherit if I was married to someone in good faith, but their previous marriage was still valid at the time of their death?","According to the context, you would be excluded from the succession (i.e., you would not have the right to inherit) because the person whose inheritance is involved (your spouse) was bound by a valid marriage at the time of their death.","{'civil_codes_used': 'Art. 584', 'law': 'Inheritance', 'type': 'ITALY'}"
252,"
 463
CASES OF UNWORTHINESS
Excluded from succession as unworthy is:
1) one who has willfully killed or attempted to kill the person whose succession is in question, or the spouse, or a descendant, or an ascendant of the same, provided that none of the causes that exclude punishability under the criminal law applies;
2) one who has committed, to the detriment of one of such persons, an act to which the [Criminal] Law (1) declares the provisions on murder applicable;
3) Whoever has denounced one of such persons for a crime punishable by life imprisonment or imprisonment for a term of not less in the minimum term than three years, if the denunciation has been declared slanderous in criminal court; or who has testified against the same persons accused of the aforesaid crimes, if the testimony has been declared, with respect to him, false in criminal court;
3-bis) Who, having been forfeited from parental authority in respect of the person whose succession is involved, has not been reinstated in parental authority on the date of the opening of the succession of the same. 
4) Whoever has maliciously or violently induced the person, whose succession is at issue, to make, revoke or change the will, or has prevented him from doing so;
5) who has suppressed, concealed or altered the will by which the succession would be governed;
6) who has formed a false will or knowingly made use of it.

","What are the specific circumstances under which a person can be deemed unworthy to inherit according to Italian law, and how do these circumstances affect their rights to the inheritance?","According to the provided context, a person can be deemed unworthy to inherit under Italian law in the following specific circumstances:

1. **Willful killing or attempt**: If they have willfully killed or attempted to kill the person whose succession is in question, or their spouse, descendant, or ascendant, unless there are grounds that exclude punishability under criminal law.

2. **Acts akin to murder**: If they have committed acts against these individuals that the Criminal Law considers equivalent to murder.

3. **Slanderous denunciation or false testimony**: If they have denounced one of these persons for a serious crime (life imprisonment or at least three years' imprisonment) and the denunciation was found to be slanderous, or if they testified falsely against them in such cases.

3-bis. **Forfeiture of parental authority without reinstatement**: If they were forfeited from parental authority regarding the person whose succession is involved and had not been reinstated by the time the succession opened.

4. **Interference with will-making**: If they maliciously or violently induced the person to make, revoke, or change their will, or prevented them from doing so.

5. **Suppression, concealment, or alteration of a will**: If they suppressed, concealed, or altered the will that would govern the succession.

6. **Formation or use of a false will**: If they formed a false will or knowingly used one.

These circumstances result in the person being excluded from succession as unworthy, meaning they lose their right to inherit from the person whose succession is at issue. Essentially, engaging in any of these actions leads to the legal consequence of being barred from receiving any inheritance that they might otherwise have been entitled to under Italian law.","{'civil_codes_used': 'Art. 463', 'law': 'Inheritance', 'type': 'ITALY'}"
253," 
608 WITHDRAWAL OF SECRET WILL OR HOLOGRAPHIC WILL
The secret will and the holographic will that has been deposited may be withdrawn by the testator at any time from the hands of the notary with whom they are located.
Minutes of the return shall be drawn up by the notary; the minutes shall be signed by the testator, two witnesses and the notary; if the testator is unable to sign, they shall be recorded.
When the will is deposited in a public archive, the minutes shall be drawn up by the archivist and signed by the testator, witnesses and the archivist.
Of the return of the will, a note shall be made in the margin or at the foot of the document of delivery or deposit.

",What are the specific steps I need to take if I want to withdraw a secret will or holographic will that I have already deposited with a notary?,"To withdraw a secret will or holographic will, you should follow these steps:

1. Go to the notary with whom you deposited the will.
2. The notary will draw up minutes of the return.
3. You (the testator) must sign the minutes.
4. Two witnesses must also sign the minutes.
5. The notary must sign the minutes as well.
6. If you are unable to sign, the minutes will be recorded instead.

Alternatively, if your will is deposited in a public archive, the steps are slightly different:

1. Go to the public archive where you deposited the will.
2. The archivist will draw up minutes of the return.
3. You (the testator) must sign the minutes.
4. Two witnesses must also sign the minutes.
5. The archivist must sign the minutes as well.

In either case, a note of the return will be made in the margin or at the foot of the document of delivery or deposit.","{'civil_codes_used': 'Art. 608', 'law': 'Inheritance', 'type': 'ITALY'}"
254,"
753 REAL ESTATE ENCUMBERED BY REDEEMABLE ANNUITY
Any co-heir, when the immovable property of the estate is encumbered with a redemptible annuity benefit by mortgage, might request that the immovable property be enfranchised and made free of it before the formation of the hereditary shares is made. If one of the co-heirs objects, the court shall decide. If the coheirs divide the estate in its current state, the encumbered real estate shall be estimated by the same criteria by which the other real estate is estimated, deducting from its value the principal amount corresponding to the performance, according to the rules concerning the redemption of the annuity, unless there is a special agreement concerning the principal amount to be paid for the enfranchisement.
Only the heir, in whose share said property falls, shall be obliged to pay the annuity, with the obligation to guarantee the co-heirs.

","What happens if I'm a co-heir and I want the encumbered property to be freed from the redeemable annuity before we divide the estate, but one of my fellow co-heirs disagrees - how will the situation be resolved?","If you're a co-heir who wants the encumbered property to be freed from the redeemable annuity before dividing the estate, but one of your fellow co-heirs objects, the court shall decide the matter.","{'civil_codes_used': 'Art. 753', 'law': 'Inheritance', 'type': 'ITALY'}"
255,"
768 ALIENATION OF THE HEREDITARY PORTION
A co-heir who has alienated his or her portion or a part thereof is no longer eligible to challenge the division on the ground of malice or violence, if the alienation followed when the malice had been discovered or the violence ceased.
The coheir shall not lose the right to bring the appeal, if the sale is limited to objects of easy deterioration or minimal value in relation to the share.

",What happens to my right to challenge the division of inheritance if I sell a part of my inherited property after discovering that it was obtained through malice or violence?,"You are no longer eligible to challenge the division on the ground of malice or violence. However, this rule does not apply if you only sold objects of easy deterioration or minimal value in relation to your share.","{'civil_codes_used': 'Art. 768', 'law': 'Inheritance', 'type': 'ITALY'}"
256,"
743 SOCIETY CONTRACTED WITH THE HEIR
No collation is due of what has been achieved as a result of a partnership contracted without fraud between the deceased and any of his heirs, if the conditions have been settled by a deed of certain date.

","What constitutes a ""partnership contracted without fraud"" in the context of Italian inheritance law, and how can it be proven that a partnership was formed in good faith?","A ""partnership contracted without fraud"" refers to an agreement between the deceased and one of their heirs where the conditions have been formally established through a deed of certain date. This implies that the partnership was formed with transparent and legitimate intentions, as evidenced by a documented agreement. The existence of such a document suggests that the partnership was created in good faith, without any intention to deceive or manipulate the distribution of the deceased's assets.","{'civil_codes_used': 'Art. 743', 'law': 'Inheritance', 'type': 'ITALY'}"
257,"
650 ESTABLISHMENT OF A TIME LIMIT FOR RELINQUISHMENT
Any person who has an interest might request that the court set a time limit within which the legatee shall state whether he/she intends to exercise the right to renounce. After this period has elapsed without having made any declaration, the legatee loses the right to renounce.

","What happens if the legatee doesn't make a declaration within the set time limit, can they still claim their inheritance or is it forfeited forever?","If the legatee doesn't make a declaration within the set time limit, they lose the right to renounce. This implies that they will be considered to have accepted the inheritance, and therefore, they can still claim it. The time limit only affects their ability to renounce (give up) the inheritance, not their ability to accept it.","{'civil_codes_used': 'Art. 650', 'law': 'Inheritance', 'type': 'ITALY'}"
258,"
625 Erroneous indication of the heir or legatee or of the thing forming the object of the disposition
If the person of the heir or legatee has been mistakenly named, the disposition has effect, when it appears from the context of the will or otherwise appears unambiguously which person the testator intended to name.
The disposition takes effect also when the thing forming the subject matter of the disposition has been erroneously indicated or described, but it is certain what thing the testator intended to refer to.

","What happens if I mistakenly write the wrong name or description of a property in my will, but it's clear from the rest of the will what I actually intended - will the inheritance still go to the correct person or be distributed according to my true intentions?","According to the context provided, yes, the disposition (or inheritance) will still take effect as you intended. If it is clear from the rest of the will (or otherwise) what person or property you actually meant to name, the mistake will be overlooked and your true intentions will be carried out.","{'civil_codes_used': 'Art. 625', 'law': 'Inheritance', 'type': 'ITALY'}"
259,"
555 REDUCTION OF DONATIONS
Donations, the value of which exceeds the share that the deceased could dispose of, are subject to reduction up to the same share.
Donations are reduced only after the value of the property disposed of in the will has been exhausted.

","""If a person has made donations during their lifetime that exceed the amount they were allowed to give away under Italian law, and they also left a will with specific bequests, how do the reductions to those donations work in relation to the assets distributed according to the will?""","According to the context provided, if a person has made donations during their lifetime that exceed the amount they were allowed to give away, these donations are subject to reduction. However, the reduction of donations only occurs after the value of the property disposed of in the will has been exhausted. This means that the assets distributed according to the will are used up first, and then, if there is still an excess in the donations made during the person's lifetime, those donations can be reduced up to the amount that the deceased was allowed to dispose of.","{'civil_codes_used': 'Art. 555', 'law': 'Inheritance', 'type': 'ITALY'}"
260,"
587 WILL
A will is a revocable act by which someone disposes, for the time he have ceased to live, of all or part of his substance.
Dispositions of a non-property nature, which the law permits to be contained in a will, are effective, if they are contained in a deed having the form of a will, even if provisions of a property nature are lacking.
 
","Can a will still be considered valid and enforceable even if it only includes non-property dispositions, such as instructions for funeral arrangements or guardianship appointments, without leaving any assets or property to beneficiaries?","Yes, according to the context provided, a will can still be considered valid and enforceable even if it only includes non-property dispositions, as long as it is contained in a deed having the form of a will. The law permits such non-property dispositions to be effective, even in the absence of property provisions.","{'civil_codes_used': 'Art. 587', 'law': 'Inheritance', 'type': 'ITALY'}"
261,"
723 RETURN OF ACCOUNTS
After the sale, if it has taken place, of the movable and immovable property, the accounts to be rendered by the sharers shall be made, the assets and liabilities of the estate shall be formed, and the portions of the estate and the balances or refunds owed by the sharers to each other shall be determined.

",What happens if one of the sharers disagrees with the accounting or the determination of their portion of the estate after the accounts have been rendered?,"The context does not provide information on what happens if a sharer disagrees with the accounting or the determination of their portion of the estate. It only mentions that the accounts shall be made, assets and liabilities formed, and portions and balances determined, but it does not address potential disputes or disagreements.","{'civil_codes_used': 'Art. 723', 'law': 'Inheritance', 'type': 'ITALY'}"
262,"
756 EXEMPTION OF LEGATEE FROM PAYMENT OF DEBTS
The legatee shall not be legated to pay the debts of the estate, except to the creditors the mortgage action on the legatee's estate and the exercise of the right of partition; but the legatee who has discharged the debt with which the legatee's estate was burdened shall succeed to the creditor's claims against the heirs.

","What happens if I inherit a property through a legacy, and that property is already mortgaged - am I personally responsible for paying off the mortgage debt?","No, as a legatee, you are not personally responsible for paying off the debts of the estate, including a mortgage on the inherited property. However, the creditor can still take action against the inherited property itself, and you may be subject to partition (division) of the property in order to satisfy the debt. If you do choose to pay off the mortgage debt, you will then have the right to pursue the heirs for reimbursement, essentially stepping into the shoes of the original creditor.","{'civil_codes_used': 'Art. 756', 'law': 'Inheritance', 'type': 'ITALY'}"
